superkingdom	phylum	class	order	family	genus	species	strain	taxid	ident	genome_size
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	Streptococcus vestibularis F0396	904306	GCA_000180075.1	2022289
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus viridans		78535	GCA_900460105.1	1996613
Bacteria	Firmicutes	Clostridia				Clostridia bacterium		2044939	GCA_003343735.1	2335422
Bacteria	Firmicutes	Clostridia				Clostridia bacterium		2044939	GCA_003343915.1	2622355
Bacteria	Firmicutes	Clostridia				Clostridia bacterium 41_269		1635275	GCA_001508005.1	1673988
Bacteria	Firmicutes	Clostridia				Clostridia bacterium BRH_c25		1734399	GCA_001515955.1	5203851
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium		1898207	GCA_003500195.1	2512164
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium		1898207	GCA_003517385.1	2923472
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium		1898207	GCA_003530215.1	2834254
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium 1_7_47FAA		457421	GCA_000155435.1	6548966
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium 38-18		1895746	GCA_001897605.1	3417378
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium 38_11		1641393	GCA_001509345.1	1882878
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium AM23-16LB		2306574	GCA_003435115.1	3574863
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium CHKCI001		1780378	GCA_900045905.1	3426138
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium CHKCI006		1780379	GCA_900018345.1	3335209
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium GWF2_38_85		1797683	GCA_001797275.1	2828382
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium KA00134		1588750	GCA_001574395.1	1730175
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium KLE1615		1715004	GCA_001641065.1	3903961
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium PH28_bin88		1605376	GCA_000987045.1	4981858
Bacteria	Firmicutes	Clostridia	Eubacteriales			Clostridiales bacterium oral taxon 876	Clostridiales bacterium oral taxon 876 str. F0540	1321778	GCA_000466585.1	4767532
Bacteria	Firmicutes	Clostridia	Eubacteriales		Anaerovirgula	Anaerovirgula multivorans		312168	GCA_900188145.1	5388996
Bacteria	Firmicutes	Clostridia	Eubacteriales		Evtepia	Evtepia gabavorous		2211183	GCA_003425665.1	2494407
Bacteria	Firmicutes	Clostridia	Eubacteriales		Gemmiger	Gemmiger formicilis		745368	GCA_900167555.1	3241569
Bacteria	Firmicutes	Clostridia	Eubacteriales		Lawsonibacter	Lawsonibacter asaccharolyticus		2108523	GCA_003112755.1	4282156
Bacteria	Firmicutes	Clostridia	Eubacteriales		Proteiniborus	Proteiniborus ethanoligenes		415015	GCA_900107485.1	3161504
Bacteria	Firmicutes	Clostridia	Eubacteriales		Proteiniborus	Proteiniborus sp. DW1		1889883	GCA_900095305.1	3120648
Bacteria	Firmicutes	Clostridia	Eubacteriales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis		937334	GCA_900115765.1	2579145
Bacteria	Firmicutes	Clostridia	Eubacteriales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter oshimai		551788	GCA_003242265.1	2693766
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella hongkongensis		270498	GCA_000981035.1	3203641
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella hongkongensis		270498	GCA_001507385.1	2797114
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella minuta		626937	GCA_001571425.1	2906526
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella minuta		626937	GCA_001652705.1	2937150
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium		1898204	GCA_003149875.1	2674295
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium AF02-42		2305246	GCA_003435325.1	3732153
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium BRH_c20a		1629719	GCA_000961765.1	4512870
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium JG1575		1658742	GCA_002838815.1	2379488
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae		Clostridiaceae bacterium TF01-6		2305245	GCA_003435455.1	3971271
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens	Alkaliphilus metalliredigens QYMF	293826	GCA_000016985.1	4929566
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii	Alkaliphilus oremlandii OhILAs	350688	GCA_000018325.1	3123558
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus peptidifermentans	Alkaliphilus peptidifermentans DSM 18978	1120976	GCA_900101495.1	4459788
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus sp.		1872455	GCA_002733545.1	2765838
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis		1478221	GCA_002270055.1	4710588
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator fervidus		29344	GCA_900108045.1	1763241
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator proteoclasticus	Caloramator proteoclasticus DSM 10124	1121262	GCA_900129265.1	2655018
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator quimbayensis		1147123	GCA_900167605.1	3131359
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Caminicella	Caminicella sporogenes	Caminicella sporogenes DSM 14501	1121266	GCA_900142285.1	2473921
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-co		1054947	GCA_000252765.2	1529780
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse		1029718	GCA_000270205.1	1620005
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse		1041809	GCA_000284435.1	1586397
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse		1073972	GCA_000225365.2	1569870
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse-NL		1508644	GCA_000709435.1	1654902
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-mouse-SU		1109438	GCA_000252785.2	1566160
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-turkey		1840217	GCA_001655775.1	1631326
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aceticum		84022	GCA_000949285.1	4158708
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aceticum		84022	GCA_001042715.1	4207037
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetireducens	Clostridium acetireducens DSM 10703	1121290	GCA_001758365.1	2424212
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum		1488	GCA_002006385.1	4098731
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	Clostridium acetobutylicum ATCC 824	272562	GCA_000008765.1	4132880
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	Clostridium acetobutylicum DSM 1731	991791	GCA_000218855.1	4145581
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acidisoli	Clostridium acidisoli DSM 12555	1121291	GCA_900176305.1	3999957
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium algidicarnis	Clostridium algidicarnis DSM 15099	1121295	GCA_002934235.1	2835143
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium amylolyticum		1121298	GCA_900142075.1	4262456
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium argentinense		29341	GCA_002074155.1	4803058
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium argentinense	Clostridium argentinense CDC 2741	1418104	GCA_000816675.1	4742562
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aurantibutyricum		1551	GCA_002006235.1	4922827
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium autoethanogenum		84023	GCA_002189005.1	4322023
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium autoethanogenum	Clostridium autoethanogenum DSM 10061	1341692	GCA_000484505.1	4352205
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium autoethanogenum	Clostridium autoethanogenum DSM 10061	1341692	GCA_001484725.1	4352446
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium baratii		1561	GCA_001406275.1	3141705
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium baratii		1561	GCA_002025805.1	3056346
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium baratii		1561	GCA_002025815.1	3058247
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bartlettii CAG:1329		1263063	GCA_000433835.1	2961274
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii		1520	GCA_002006135.1	5888124
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii		1520	GCA_002006295.1	5874824
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii		1520	GCA_002006325.1	6156662
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bornimense		1216932	GCA_000577895.1	3617025
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum		1491	GCA_002103885.1	4113388
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A	413999	GCA_000063585.1	3903260
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A2 117	1378091	GCA_000711055.1	3808262
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum		1492	GCA_000878275.1	4604758
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum		1492	GCA_001456065.2	4627894
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum		1492	GCA_001646605.1	4597202
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris		1529	GCA_900113105.1	3532192
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	Clostridium carboxidivorans P7	536227	GCA_000163855.1	4407967
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	Clostridium carboxidivorans P7	536227	GCA_000175595.1	5592854
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium carboxidivorans	Clostridium carboxidivorans P7	536227	GCA_001038625.1	5752782
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cavendishii	Clostridium cavendishii DSM 21758	1121302	GCA_900141845.1	4987666
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium celatum	Clostridium celatum DSM 1785	545697	GCA_000320405.1	3553721
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cellulovorans	Clostridium cellulovorans 743B	573061	GCA_000145275.1	5262222
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chauvoei		46867	GCA_002327185.1	2872664
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chauvoei		46867	GCA_002327205.1	2889569
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chauvoei	Clostridium chauvoei JF4335	1351755	GCA_900168365.1	2887451
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens		225345	GCA_002029255.1	5447708
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium clostridioforme CAG:132		1263065	GCA_000436455.1	4493879
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cochlearium		1494	GCA_900187165.1	2435419
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cochlearium		1494	GCA_900446985.1	2525868
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cochlearium		1494	GCA_900446995.1	2598518
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium colicanis	Clostridium colicanis DSM 13634	1121305	GCA_001593985.1	2619501
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium collagenovorans	Clostridium collagenovorans DSM 3089	1121306	GCA_900130005.1	3482404
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium combesii		39481	GCA_002749945.1	3892013
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium coskatii		1705578	GCA_001636835.1	4565108
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium coskatii		1705578	GCA_001675205.1	4538837
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cylindrosporum	Clostridium cylindrosporum DSM 605	1121307	GCA_001047375.1	2735032
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium diolis		223919	GCA_002176895.1	5756492
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium diolis		223919	GCA_003015255.1	5852174
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum		84024	GCA_001404355.1	3804830
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum		84024	GCA_001405015.1	3449564
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum		84024	GCA_001405575.1	3739749
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium drakei		332101	GCA_003096175.1	5695241
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fallax		1533	GCA_900129365.1	2747337
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fallax		1533	GCA_900461065.1	2852282
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium felsineum	Clostridium felsineum DSM 794	1121310	GCA_002006355.1	5178654
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fessum		2126740	GCA_003024715.1	3277016
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium formicaceticum		1497	GCA_001854185.1	4586755
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium formicaceticum		1497	GCA_002080475.1	4586728
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium frigidicarnis		84698	GCA_900111985.1	4337414
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium gasigenes		94869	GCA_900104115.1	4056506
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium grantii	Clostridium grantii DSM 8605	1121316	GCA_900129965.1	4474501
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium haemolyticum	Clostridium haemolyticum NCTC 8350	1443115	GCA_000768575.1	2465609
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium haemolyticum	Clostridium haemolyticum NCTC 9693	1443114	GCA_000724225.2	2607656
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium hathewayi CAG:224		1263067	GCA_000433395.1	5587080
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum		36844	GCA_900113195.1	3644832
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum	Clostridium homopropionicum DSM 5847	1121318	GCA_001263795.1	3650535
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium intestinale	Clostridium intestinale DSM 6191	1121320	GCA_900130055.1	4600598
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium intestinale	Clostridium intestinale URNW	1294142	GCA_000469625.2	4677668
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium isatidis		182773	GCA_002285495.1	2869927
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri		1534	GCA_001902295.1	4512934
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri	Clostridium kluyveri DSM 555	431943	GCA_000016505.1	4023800
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri	Clostridium kluyveri NBRC 12016	583346	GCA_000010265.1	3955303
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium leptum CAG:27		1263068	GCA_000431955.1	2818959
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ljungdahlii		1538	GCA_001636845.1	4363917
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	Clostridium ljungdahlii DSM 13528	748727	GCA_000143685.1	4630065
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	Clostridium ljungdahlii DSM 13528	748727	GCA_001636855.1	4572618
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium magnum	Clostridium magnum DSM 2767	1121326	GCA_001623875.1	6634930
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium magnum	Clostridium magnum DSM 2767	1121326	GCA_900129955.1	6472246
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale		137838	GCA_002553455.1	4658596
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale		137838	GCA_002553615.1	4705520
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium nexile CAG:348		1263069	GCA_000431655.1	2527326
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi	Clostridium novyi A	1443118	GCA_000724405.2	2459310
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi	Clostridium novyi A	1443119	GCA_000724425.2	2463931
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi	Clostridium novyi B	1443123	GCA_000724245.2	2613094
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium oryzae		1450648	GCA_002029235.1	5074802
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum		29363	GCA_001404795.1	3597627
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum		29363	GCA_001406515.1	3671430
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum		29363	GCA_900447045.1	3627436
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum	Clostridium pasteurianum DSM 525 = ATCC 6013	1262449	GCA_000330945.1	4285687
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum	Clostridium pasteurianum DSM 525 = ATCC 6013	1262449	GCA_000724205.3	4386898
